graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,modularity_regime,mu_t_input,mu_w_input,n,mean_auc,sd_auc,median_auc,min_auc,max_auc,se_auc,ci95_lower_mean,ci95_upper_mean
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_delta,mu_0p150,0.15,0.15,40,0.6873848201082463,0.0363189048053205,0.6872654692933926,0.6272516022925698,0.7927558250571496,0.00574252306538235,0.6757694708457957,0.6990001693706969
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_delta,mu_0p175,0.175,0.175,40,0.6884030333942729,0.03646840036720449,0.6857200722875414,0.6336557505457621,0.7721294011015856,0.005766160389164353,0.6767398731316345,0.7000661936569113
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_delta,mu_0p225,0.225,0.225,40,0.6616709719291254,0.026526057798891636,0.6609029061015745,0.6070119345719331,0.7179609920620704,0.004194137999488512,0.6531875270801788,0.670154416778072
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_delta,mu_0p300,0.3,0.3,40,0.644875372921744,0.025130096538036654,0.6389359939684491,0.6026641687200609,0.7056832881169735,0.003973417144005402,0.6368383781430459,0.6529123677004421
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.010475941543452895,0.0010506441787796394,0.01042968622664355,0.0071963192539605,0.013228255784216,0.00016612143076704031,0.010139929233816887,0.010811953853088902
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.011482004052795777,0.0009828787252903484,0.011647342597226301,0.0090610796896716,0.0132943574206424,0.0001554067717820221,0.011167664186600056,0.011796343918991498
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.01227657130934202,0.0007703391713575505,0.0123761313740165,0.0107659976310845,0.0137015193997287,0.00012180131761683014,0.012030204890149944,0.012522937728534097
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.012935998704066512,0.0006683783039765465,0.0128251593925568,0.0116544268567044,0.0142184737835016,0.00010567988896031315,0.012722240952235994,0.01314975645589703
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.013061074573304052,0.0005708422986622818,0.012978325927026899,0.0120308435192179,0.0144651935376818,9.025809242694497e-05,0.012878510349292232,0.013243638797315873
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.013201367503480008,0.0005174126114096108,0.01318798040805215,0.0117847379415392,0.0143713051848701,8.181011710749975e-05,0.013035890922439524,0.013366844084520492
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.013261413494273672,0.0004816355997119413,0.01323342430839225,0.0123474054844646,0.0141077519641579,7.615327486554359e-05,0.013107378956672073,0.013415448031875271
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_raw,mu_0p075,0.075,0.075,40,0.674906560341691,0.08677963387114099,0.6808478778617335,0.4781938109735859,0.8318255869983927,0.013721064877415017,0.6471530870009083,0.7026600336824738
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_raw,mu_0p100,0.1,0.1,40,0.7708211643605288,0.08901928062113418,0.7741633449352672,0.539661643629597,0.9224205156711875,0.014075184121623627,0.7423514172398752,0.7992909114811825
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_raw,mu_0p125,0.125,0.125,40,0.817174237270174,0.07399789025478115,0.824293049161046,0.6503581287468685,0.916344513804656,0.011700093762614293,0.7935085638529553,0.8408399106873927
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_raw,mu_0p150,0.15,0.15,40,0.8724278395863558,0.06310601614916155,0.8823542034116159,0.7389275681398735,0.9977154507768502,0.009977937254535926,0.8522455565009095,0.8926101226718022
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_raw,mu_0p175,0.175,0.175,40,0.8838803410786824,0.061027508061619606,0.8877072845970322,0.753143926955201,1.0134385300008075,0.009649296269950267,0.8643627971287094,0.9033978850286554
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_raw,mu_0p225,0.225,0.225,40,0.9264048781779625,0.052311487165886725,0.9270184448717975,0.7549376901988074,1.034318485806615,0.008271172361743424,0.909674852943805,0.9431349034121199
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_raw,mu_0p300,0.3,0.3,40,0.9615024837998094,0.03372122325565059,0.9577217405623248,0.9060298608821415,1.0563881050391188,0.005331793548744714,0.9507179134012529,0.9722870541983659
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_delta,mu_0p075,0.075,0.075,40,0.048067841853476706,0.019199496774608766,0.04193492564440225,0.0253820856133081,0.1229762826110953,0.0030357069868410073,0.04192754489530125,0.054208138811652165
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_delta,mu_0p100,0.1,0.1,40,0.05162408508770151,0.019467596835589247,0.0484171305797994,0.0247755443887384,0.1134119219157173,0.003078097328517425,0.04539804557031991,0.05785012460508312
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_delta,mu_0p125,0.125,0.125,40,0.04996140607431912,0.020811005624978465,0.0415625640663681,0.0236833215397658,0.107318522202333,0.0032905089086753938,0.04330572358244133,0.05661708856619691
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_delta,mu_0p150,0.15,0.15,40,0.04753074033572805,0.021576025129514037,0.043685162653590806,0.019537023764759,0.120420122602682,0.00341146911311469,0.04063039273664511,0.054431087934810995
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_delta,mu_0p175,0.175,0.175,40,0.053397305641212665,0.02361060603633301,0.04687064275123845,0.0236242022966238,0.1153745970839608,0.003733164600586628,0.04584626750060343,0.0609483437818219
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_delta,mu_0p225,0.225,0.225,40,0.05263981020133098,0.01611317070811138,0.05127300358289295,0.0225582347394514,0.0841250370997596,0.0025477159882370064,0.047486568205091506,0.05779305219757046
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_delta,mu_0p300,0.3,0.3,40,0.05621531161841642,0.02097651006542602,0.052445836456701395,0.0235398072062164,0.1269235710664278,0.0033166774584096922,0.04950669823860054,0.06292392499823231
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.010479598872045576,0.0013719087447653555,0.01082157538485295,0.0076948845311354,0.0135676159769595,0.00021691781876805632,0.010040841169629248,0.010918356574461904
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.010609429093663783,0.0013429796939644694,0.01075356165630465,0.0080081667082454,0.0137665703718849,0.0002123437342141804,0.010179923350542061,0.011038934836785506
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.010904360618153763,0.0018034201467214818,0.01073436277840575,0.0074803476482712,0.0161077455575321,0.0002851457620937461,0.01032759887427978,0.011481122362027744
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.011044191052733958,0.0015091109184991302,0.010855520741631399,0.0086653332083651,0.0158938383858498,0.00023861138721429915,0.01056155396639822,0.011526828139069696
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.011025008960334827,0.001944195695410616,0.01087648002702705,0.0078155146340303,0.0164712778794446,0.00030740433072962587,0.010403225011788034,0.011646792908881619
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.011828051522287135,0.0015953448608314246,0.01178027375499,0.0089659147997727,0.0170030256462168,0.0002522461706835823,0.01131783548323141,0.01233826756134286
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.012229276246811218,0.0016615903972822005,0.012355734174449899,0.0087148592609805,0.0155810284377735,0.0002627205096837902,0.011697873857366385,0.01276067863625605
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_raw,mu_0p075,0.075,0.075,40,0.1049521730185344,0.050600877237621175,0.10407037004957335,0.009606859923053,0.2659274196087423,0.008000701183672604,0.08876922738039247,0.12113511865667634
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_raw,mu_0p100,0.1,0.1,40,0.07628829964789197,0.04622498243763184,0.07160244274531065,-0.0363940974282925,0.1934247310227363,0.007308811465209941,0.061504833060951246,0.09107176623483268
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_raw,mu_0p125,0.125,0.125,40,0.04397536730850165,0.04070914343071155,0.0422495722163113,-0.0728752074852525,0.1199636491374228,0.006436680741776474,0.030955951616934894,0.056994783000068404
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_raw,mu_0p150,0.15,0.15,40,0.040994553866597755,0.05289887765502341,0.05166269273803225,-0.0782785350203646,0.1655993671796562,0.00836404695282304,0.024076672040361458,0.05791243569283405
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_raw,mu_0p175,0.175,0.175,40,0.05104438243227599,0.05725052696070222,0.053406546662409654,-0.0821481251248169,0.1678395618604078,0.009052103122034806,0.03273477564009978,0.06935398922445221
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_raw,mu_0p225,0.225,0.225,40,0.0567714896845639,0.044802921134820116,0.05799641978375235,-0.0687923999798924,0.1404900817141901,0.007083963830746369,0.042442820366244395,0.07110015900288341
lfr,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_raw,mu_0p300,0.3,0.3,40,0.09620693386807128,0.056583538745442176,0.1152640822626518,-0.0395662578444403,0.1923950621827247,0.008946643025399185,0.07811064025578614,0.11430322748035641
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_delta,mu_0p075,0.075,0.075,40,0.03482057595173395,0.010338104147822965,0.03613187439324225,0.0121765082718431,0.0509958870418057,0.001634597789757731,0.03151428984447883,0.03812686205898907
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_delta,mu_0p100,0.1,0.1,40,0.039817352972944066,0.01611855043955821,0.0383439357798571,0.0109525639957606,0.0733594713635019,0.002548566598465607,0.03466239045511871,0.044972315490769424
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_delta,mu_0p125,0.125,0.125,40,0.04345572271600964,0.018351449769851966,0.0395485735984255,0.0087689958781369,0.0910012940426096,0.0029016189819452507,0.037586644347822676,0.04932480108419661
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_delta,mu_0p150,0.15,0.15,40,0.047150643552634965,0.018504438292031414,0.04565388456997105,0.0195723266668284,0.0965992468951969,0.002925808591242763,0.04123263708136268,0.053068650023907246
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_delta,mu_0p175,0.175,0.175,40,0.045681048250961025,0.02198426032104046,0.0457878334338876,0.012849586921193,0.1181966156212082,0.003476016764427618,0.03865014070365772,0.05271195579826433
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_delta,mu_0p225,0.225,0.225,40,0.040443992546969024,0.021675900301219176,0.0364415671759285,0.0118454792277749,0.1120073088647174,0.0034272607643291222,0.03351170331836226,0.04737628177557579
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_delta,mu_0p300,0.3,0.3,40,0.03377777594242667,0.028832960521176176,0.022764750395478248,0.0053030394482846,0.1169653976163204,0.004558891346631612,0.024556547810160746,0.04299900407469259
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.001576699179714035,0.0007608417529665295,0.0013419800685021501,0.000610776358341,0.0045294853648924,0.00012029964391647024,0.0013333701822805352,0.001820028177147535
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.0019831786984846876,0.0008128674939197923,0.00184226146559065,0.0008723800350236,0.004923117834705,0.00012852563583498074,0.0017232110618893208,0.0022431463350800545
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.00261058242148737,0.0012155951045386528,0.0023796032898139,0.0012275949749414,0.0087815331306604,0.00019220246214463136,0.002221816246498715,0.002999348596476025
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.0025957355404600275,0.0006817163053327679,0.0024181956562222,0.0014897912655867,0.0047392378744155,0.00010778881214631689,0.002377712088850124,0.002813758992069931
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.003201714179572548,0.0012180135361997662,0.0028210077605459,0.001964993781898,0.0080694414127471,0.0001925848497653605,0.0028121745526155095,0.003591253806529586
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.003824316806135015,0.0012731981175710264,0.0034778435274243997,0.0025068467996702,0.0094012812689346,0.00020131029820816452,0.003417128293839468,0.004231505318430562
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.0038557993739673146,0.0008970663886206169,0.0035986637115863,0.0023771825901927,0.0069913567158577,0.00014183865002114512,0.0035689036244592725,0.004142695123475357
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_raw,mu_0p075,0.075,0.075,40,0.7563631329155945,0.014646554206623273,0.7576151487482521,0.707553349077371,0.7824851367062634,0.0023158235583024987,0.7516789376318088,0.7610473281993803
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_raw,mu_0p100,0.1,0.1,40,0.7338343116773266,0.018781022723611485,0.735111505121321,0.690416048572807,0.7736989940789436,0.0029695404296995642,0.7278278492134912,0.739840774141162
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_raw,mu_0p125,0.125,0.125,40,0.7094298408594668,0.026876710950394737,0.7113024271360946,0.6110130289295681,0.7636938870872632,0.004249581130861806,0.7008342516921131,0.7180254300268205
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_raw,mu_0p150,0.15,0.15,40,0.6914434097439577,0.019918072374281517,0.6875116208468506,0.6614735490295109,0.7436574661928839,0.0031493237651403693,0.6850733011599522,0.6978135183279631
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_raw,mu_0p175,0.175,0.175,40,0.6542848740948953,0.038162676996471113,0.6564537356154077,0.5336065570799421,0.7277459444365347,0.006034049045908115,0.6420798578786805,0.6664898903111102
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_raw,mu_0p225,0.225,0.225,40,0.5977027955132209,0.034430564383432366,0.596718289130306,0.5025378261287182,0.6590428160421438,0.005443950228835862,0.5866913668162226,0.6087142242102193
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,auc_raw,mu_0p300,0.3,0.3,40,0.5031346217200866,0.04530781300815916,0.49829512108646856,0.3624593386652305,0.5872081123297512,0.0071637942453394,0.488644480147027,0.5176247632931462
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,0.075,0.075,40,0.04702340635911693,0.021543198131222865,0.041777327965628996,0.0122708728531369,0.1099941269729995,0.003406278708947362,0.04013355734341456,0.053913255374819294
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,0.1,0.1,40,0.05657554114327388,0.03131254333192631,0.0531612559579389,0.0113787785057929,0.1609749789996463,0.004950947813080246,0.046561303956180605,0.06658977833036715
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,0.125,0.125,40,0.06376690300898973,0.035427492594590444,0.05862304344031535,0.0143060174303587,0.1862683810356572,0.0056015784193827025,0.05243664120223046,0.07509716481574899
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,0.15,0.15,40,0.05554975328607119,0.0231123894684944,0.054195201800579,0.017779491088975,0.1042818157310288,0.003654389644466538,0.048158052533932356,0.06294145403821003
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p175,0.175,0.175,40,0.06069614720353654,0.03801018749213052,0.05447693839945645,0.01427117055451,0.1831889928739225,0.0060099383382587945,0.04853989949675966,0.07285239491031342
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p225,0.225,0.225,40,0.06037472678278453,0.03527139848556744,0.05248424671955385,0.0158254246877583,0.1659456171107375,0.0055768977736903366,0.04909438629396786,0.0716550672716012
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p300,0.3,0.3,40,0.05382090758112795,0.033906450006156844,0.0441961371432857,0.0153646102001775,0.1604529365476513,0.0053610804695042895,0.042977098793875214,0.0646647163683807
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.008145296206244343,0.007591240106854651,0.00524719513263,0.0008738915596711,0.0303283761457529,0.0012002804501440342,0.005717499838240369,0.010573092574248317
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.009795994957358195,0.007900462738452265,0.00919360711903935,0.0008883336384499,0.0349541422562921,0.0012491728411400146,0.007269304394027764,0.012322685520688626
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.011482140898146068,0.007471022738221856,0.0104460339670846,0.0015152039818996,0.0263999157829797,0.0011812724151844484,0.009092791909862591,0.013871489886429545
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.011383140226845218,0.007735921118426836,0.009566035973295549,0.0020143241968626,0.0334828266867106,0.0012231565266812982,0.008909072626543255,0.01385720782714718
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.01316727888889373,0.007643091573909943,0.0118345918653246,0.0021595589110448,0.0278615829466762,0.0012084788869398295,0.010722899617224406,0.015611658160563055
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.01521335608793388,0.006386037657572788,0.0150337758596908,0.003973653553269,0.028275461413276,0.0010097212110768215,0.013171002162520273,0.017255710013347487
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.017370093316934072,0.006204782553979848,0.0173689641777312,0.0063054126929514,0.0356194198558862,0.0009810622628326487,0.015385707585911757,0.01935447904795639
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,0.075,0.075,40,0.7343436411234795,0.03764137859268124,0.747754532724618,0.6361817236657847,0.7744555464799188,0.005951624531078808,0.7223053442249984,0.7463819380219606
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,0.1,0.1,40,0.7067120951131189,0.04984293662592498,0.720827297549429,0.5484656402606067,0.7741564735627465,0.007880860250467542,0.6907715506424196,0.7226526395838183
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p125,0.125,0.125,40,0.675241881810153,0.0563883343584039,0.6827182080954137,0.4887934114159854,0.7479494994045481,0.008915778501784285,0.657208017589535,0.693275746030771
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p150,0.15,0.15,40,0.6666824301342238,0.04580706307308502,0.6725311822422486,0.5298140119104238,0.7367578104293643,0.007242732611697033,0.65203262064429,0.6813322396241576
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p175,0.175,0.175,40,0.624189448684646,0.06752165366667366,0.640136496444399,0.3976265814635878,0.7099148846755157,0.010676110848387422,0.6025949762103068,0.6457839211589852
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p225,0.225,0.225,40,0.5553316945780451,0.06954300361788374,0.5625338270540272,0.3498520385009553,0.6593283966881238,0.010995714338092126,0.5330907630270681,0.577572626129022
lfr,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_raw,mu_0p300,0.3,0.3,40,0.46095555157612755,0.06226343702962637,0.46782618414795635,0.2795027370180172,0.6008747564341822,0.009844713798204405,0.4410427383661389,0.4808683647861162
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_delta,mu_0p075,0.075,0.075,40,0.3459388888888889,0.05820175511811256,0.3441333333333334,0.1810222222222222,0.4981333333333334,0.0092025054996299,0.32732506457319915,0.36455271320457866
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_delta,mu_0p100,0.1,0.1,40,0.3444344444444445,0.0309800740421052,0.34783333333333344,0.2652444444444445,0.4049777777777778,0.004898379802685579,0.33452653609466093,0.35434235279422804
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_delta,mu_0p125,0.125,0.125,40,0.3498727777777778,0.026426270173868865,0.3494000000000001,0.2652666666666667,0.4333777777777778,0.004178360190619973,0.34142124655956774,0.3583243089959879
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_delta,mu_0p150,0.15,0.15,40,0.34621,0.011196460741832644,0.3439444444444445,0.3199777777777778,0.3747111111111111,0.0017703158838424824,0.342629198136155,0.34979080186384504
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_delta,mu_0p175,0.175,0.175,40,0.3429933333333334,0.008656242105098645,0.3423,0.3295777777777778,0.3809777777777777,0.0013686720514981174,0.34022493280226007,0.3457617338644067
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_delta,mu_0p225,0.225,0.225,40,0.3392083333333334,0.007004119779848981,0.33953333333333335,0.3267111111111112,0.3564888888888889,0.0011074485754479948,0.3369683071553671,0.3414483595112997
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_delta,mu_0p300,0.3,0.3,40,0.3368677777777778,0.007740339607103915,0.3354333333333334,0.3257111111111112,0.3657777777777778,0.00122385515108306,0.3343922970762419,0.33934325847931374
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.00502999999999994,0.0009556357218078378,0.0049666666666666,0.0026444444444444,0.0064666666666666,0.00015109927471659048,0.004724372869006553,0.005335627130993327
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.005389999999999957,0.0008950350194135273,0.0058222222222222,0.0034444444444444,0.0064222222222222,0.00014151746234798845,0.005103753913882037,0.005676246086117878
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.00564666666666662,0.0006366022500886829,0.0058222222222222,0.0034666666666666,0.0063777777777777,0.00010065565369341829,0.005443071389890578,0.005850261943442662
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.005906111111111055,0.00036062930821327885,0.00589999999999995,0.0044444444444444,0.0065111111111111,5.702050024824144e-05,0.005790776263002983,0.006021445959219126
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.0059005555555555105,0.0002611483879556127,0.0059333333333333,0.0053111111111111,0.0063333333333333,4.129118566105095e-05,0.005817036249241351,0.00598407486186967
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.005914999999999952,0.0003077509836424418,0.0059111111111111,0.0047777777777777,0.0064222222222222,4.8659703023366894e-05,0.005816576460522903,0.006013423539477002
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.005882222222222185,0.0003115666181063038,0.0058555555555555,0.0053777777777777,0.0065555555555555,4.926300780458887e-05,0.005782578383642143,0.005981866060802228
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_raw,mu_0p075,0.075,0.075,40,0.3389944444444444,0.06387488695816974,0.32171111111111106,0.2029777777777777,0.4587333333333333,0.010099506403680037,0.31856626454486764,0.3594226243440211
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_raw,mu_0p100,0.1,0.1,40,0.3915655555555555,0.07157627063851904,0.4333222222222222,0.2360888888888888,0.4602666666666666,0.011317202081917733,0.3686743536642394,0.4144567574468716
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_raw,mu_0p125,0.125,0.125,40,0.4269272222222222,0.04672723324788465,0.44731111111111105,0.3160666666666666,0.4667555555555555,0.0073882242910631385,0.41198312803349374,0.4418713164109506
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_raw,mu_0p150,0.15,0.15,40,0.4501899999999999,0.02121428437040778,0.4553222222222222,0.3360222222222221,0.4685777777777777,0.0033542728770499866,0.4434053427082653,0.45697465729173453
lfr,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,auc_raw,mu_0p175,0.175,0.175,40,0.45700666666666667,0.008656242105098667,0.4577,0.4190222222222222,0.4704222222222222,0.001368672051498121,0.4542382661355933,0.45977506719774003
