graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,modularity_regime,mu_t_input,mu_w_input,n,mean_auc,sd_auc,median_auc,min_auc,max_auc,se_auc,ci95_lower_mean,ci95_upper_mean
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_raw,mu_0p075,0.075,0.075,40,8.429930375112312,0.45373541240077975,8.414400228527445,7.410880090645676,9.317784558273818,0.07174186791311361,8.28481875029798,8.575041999926643
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_raw,mu_0p100,0.1,0.1,40,8.367145574256504,0.4764000794246332,8.401898578130947,7.494503306658915,9.235188150830304,0.07532546642334795,8.214785437274465,8.519505711238544
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_raw,mu_0p125,0.125,0.125,40,7.96376026305156,0.4917099968205182,8.002572733837514,6.759195061033834,8.840350504317513,0.07774617691134947,7.8065037769454015,8.121016749157718
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_raw,mu_0p150,0.15,0.15,40,7.387318452678673,0.8314859614508288,7.447649471651136,5.184806223310037,8.960150339204855,0.1314694740319791,7.12139634129218,7.6532405640651655
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_raw,mu_0p175,0.175,0.175,40,7.495708040887246,0.8665844285706238,7.599026742139019,4.511394729960205,8.763263957142868,0.1370190289559332,7.218560895145826,7.772855186628666
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_raw,mu_0p225,0.225,0.225,40,7.999901805321363,0.5671179025122844,8.030332224115696,6.7409240386360585,9.343278498172849,0.08966921368980729,7.818528700984154,8.181274909658573
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_raw,mu_0p300,0.3,0.3,40,8.315822150629081,0.4846852461849409,8.38826820629763,6.7878639007332335,9.25875008699971,0.07663546631119249,8.16081228876865,8.470832012489513
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p075,0.075,0.075,40,0.002458031463219105,0.0010913521137555326,0.0022234814910123,0.0011306157467293,0.0062621065741739,0.00017255792043533304,0.002109000124374131,0.0028070628020640787
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p100,0.1,0.1,40,0.002789151795371595,0.001592808199932943,0.00224582954570665,0.0012892733500927,0.0089300388513428,0.0002518450893790477,0.002279747019828749,0.0032985565709144414
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p125,0.125,0.125,40,0.0025455032080630323,0.0012257185551654646,0.00232184059023145,0.0007250261249665,0.0061834602137612,0.0001938031202326806,0.0021534993964935968,0.0029375070196324678
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p150,0.15,0.15,40,0.0029777734035632947,0.0013988793353314135,0.0030021172982692,0.0010989192759367,0.0071590395436703,0.00022118224356948598,0.0025303900878219363,0.003425156719304653
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p175,0.175,0.175,40,0.00292164151874891,0.0012158768211660619,0.0025784870437905,0.0013867213106802,0.0072048547740816,0.00019224700545449904,0.002532785246411837,0.003310497791085983
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p225,0.225,0.225,40,0.0025885093278552574,0.0011816736156355634,0.0024717785011626,0.0009606837251328,0.005643851708321,0.00018683900381673692,0.00221059177132643,0.002966426884384085
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_delta,mu_0p300,0.3,0.3,40,0.0027904700589761323,0.0014828416924098883,0.0023845677690300998,0.0010999619181024,0.0066159171322768,0.00023445785787370305,0.002316234278723724,0.0032647058392285405
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.0008663258767264376,0.00013242493130484796,0.00086896601550465,0.0005932771611573,0.0011440491243687,2.0938220095732647e-05,0.0008239743290570679,0.0009086774243958072
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.0009035379086503725,0.00015257676077287406,0.0008844220773958,0.0005931225860712,0.0012461652237931,2.4124504102645736e-05,0.0008547414932515615,0.0009523343240491836
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.0008928456891766525,0.00014610994907153534,0.0008764076993055499,0.0005548820914374,0.0012277590313563,2.3102011393862792e-05,0.0008461174604957003,0.0009395739178576046
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.0009063227723914525,0.00012276325701186808,0.0008945569468468,0.0006827478310684,0.0011056769829649,1.941057525690698e-05,0.0008670611780666166,0.0009455843667162885
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.0009481862690528375,0.00014372791865463515,0.00094267360208275,0.0007114704725751,0.0012344544302733,2.272537931520254e-05,0.000902219850657586,0.0009941526874480888
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.0008869686196766174,0.00015015101006033145,0.0008833090776895,0.0006259239195966,0.001281526597905,2.3740959238275186e-05,0.0008389479969923954,0.0009349892423608395
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.0009074585422653976,0.0001688643439820879,0.00087060947830215,0.0005992023081656,0.0015142625469902,2.669979712867726e-05,0.0008534531050463986,0.0009614639794843967
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_raw,mu_0p075,0.075,0.075,40,-0.00765744161866762,0.010900449481988272,-0.0076049017020721,-0.0422222511403752,0.0117612660471478,0.0017235123941342747,-0.011143574488853836,-0.004171308748481404
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_raw,mu_0p100,0.1,0.1,40,-0.005561265115739372,0.011666281264824191,-0.006535765089774751,-0.0258449488135906,0.022914013496287,0.001844601031049722,-0.00929232287233409,-0.0018302073591446532
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_raw,mu_0p125,0.125,0.125,40,-0.006123725455041075,0.013629463367480478,-0.003914321342048549,-0.0382510269769944,0.0225971787147139,0.00215500737635334,-0.010482639307803219,-0.0017648116022789323
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_raw,mu_0p150,0.15,0.15,40,-0.008023342280781305,0.01198881974464719,-0.00840911752325115,-0.0356090971902813,0.0182598655709104,0.0018955988425141692,-0.01185755284756691,-0.004189131713995702
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_raw,mu_0p175,0.175,0.175,40,-0.0015865728669627742,0.009597922997749577,-0.0012982895304324,-0.0227097613448149,0.0172944501799561,0.0015175648739899905,-0.0046561375581490585,0.00148299182422351
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_raw,mu_0p225,0.225,0.225,40,-0.005492432674970982,0.009768786711350595,-0.0032904397492515,-0.0278107074432831,0.0125813754444287,0.0015445807992126857,-0.008616642232801603,-0.0023682231171403604
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_raw,mu_0p300,0.3,0.3,40,-0.005262626635377965,0.0123595762540209,-0.00462859110961745,-0.0306487399722557,0.0302812376697304,0.0019542205938618937,-0.009215410886331262,-0.0013098423844246669
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,0.075,0.075,40,0.006522191899611925,0.0024875772409890125,0.00544220004092215,0.0037031472155046,0.0120447014637975,0.00039332049685614234,0.005726626101956659,0.007317757697267191
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,0.1,0.1,40,0.006768537250578728,0.002928405698054693,0.0057993104904562505,0.0042220777003902,0.01490252245599,0.0004630215959434072,0.005831987672683068,0.007705086828474387
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,0.125,0.125,40,0.006344043179152732,0.0020532481263641753,0.005863355965551,0.0034661694107839,0.0139736607312348,0.00032464703403920067,0.005687382571184776,0.0070007037871206886
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,0.15,0.15,40,0.006390773073740587,0.002283928728543986,0.0056476004885867,0.0031235532115924,0.0143553795616186,0.00036112083978457086,0.0056603372300722855,0.007121208917408889
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p175,0.175,0.175,40,0.006595197628744109,0.002126410730087663,0.00599258924097025,0.0038722634075588,0.0134119521457474,0.0003362150574049275,0.005915138484951525,0.007275256772536694
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p225,0.225,0.225,40,0.006149811360451875,0.002298763120582031,0.0055418984779754005,0.0035032464856086,0.0136609299559041,0.00036346636311177535,0.005414631248046903,0.006884991472856847
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p300,0.3,0.3,40,0.0065522196005791304,0.0022323220158546697,0.00581463597169625,0.0040659591736296,0.0127678542475104,0.00035296110205196323,0.005838288384332456,0.007266150816825805
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.005661307744540337,0.0008654168991520216,0.0054550793180121,0.0043662510738277,0.0077024042855786,0.00013683442634603146,0.005384533992821781,0.005938081496258894
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.0056503574964778674,0.0008447601405577208,0.00562137473579245,0.0032802500415997,0.0071961316267321,0.000133568306034319,0.0053801900966575595,0.005920524896298175
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.00591361316038033,0.0009766719014887761,0.005983323341824449,0.004286299265776,0.007729745147474,0.00015442538676960644,0.005601258332738283,0.006225967988022378
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.005603458259176288,0.0007779801655723296,0.0055697498564503505,0.0039121719873598,0.0074544342477131,0.00012300946488217373,0.005354648131480534,0.005852268386872041
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.0056457893547741155,0.0008660363995755077,0.0056129997169673505,0.004132251674168,0.007429447923298,0.0001369323779635142,0.0053688174772082735,0.0059227612323399575
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.005601737442776593,0.0009902441890246316,0.00553233365871465,0.004177882912026,0.0085645601898381,0.0001565713538532073,0.005285041986999848,0.005918432898553338
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.0058462434051878625,0.0010431039489938463,0.0058881647588199994,0.0039968344064787,0.0092136965240071,0.00016492921575683283,0.005512642578027733,0.006179844232347992
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p075,0.075,0.075,40,0.18604223929555672,0.0039020916331351163,0.18587035730357931,0.1773122966559168,0.195826657219379,0.0006169748599696562,0.18479428984840515,0.18729018874270828
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p100,0.1,0.1,40,0.18574184105180927,0.0044719922828009885,0.18681433275786014,0.1762521364244611,0.1969679955689561,0.0007070840646173479,0.1843116285346051,0.18717205356901345
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p125,0.125,0.125,40,0.18915396041162952,0.004827724248310616,0.18911773076544916,0.1808893150385563,0.2016461093766859,0.0007633302269942922,0.18760997929249856,0.19069794153076047
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p150,0.15,0.15,40,0.1885483965378743,0.004699297732905143,0.1879705252358046,0.1797704021958432,0.1977508898311362,0.0007430242119622921,0.18704548821097072,0.1900513048647779
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p175,0.175,0.175,40,0.1904155430756815,0.004838931288690811,0.19117194835287937,0.1799251075374223,0.2024584145562866,0.0007651022156658369,0.18886797777115422,0.1919631083802088
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p225,0.225,0.225,40,0.1896253800859187,0.005930543563166535,0.1891661057594542,0.1776016960851619,0.2051638390053114,0.0009377012711228456,0.1877287002391116,0.1915220599327258
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_raw,mu_0p300,0.3,0.3,40,0.18715051212479086,0.00532781449243238,0.18611863675141005,0.1779544423899295,0.1972822806700315,0.0008424014373470123,0.18544659438644315,0.18885442986313858
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_efficiency,auc_abs_delta,mu_0p075,0.075,0.075,40,0.45060737934881195,0.016898748226130238,0.45274900158545844,0.4200225686035007,0.4821775989322001,0.002671926700015084,0.4452028974736877,0.4560118612239362
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_efficiency,auc_abs_delta,mu_0p100,0.1,0.1,40,0.46563238455476014,0.020741677182011933,0.4621000713987191,0.4311968746616451,0.5143673997504172,0.003279547119355028,0.458998874374608,0.47226589473491226
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_efficiency,auc_abs_delta,mu_0p125,0.125,0.125,40,0.472909959171626,0.017503891684407927,0.4710124954592867,0.4437436432802153,0.5135799368690522,0.0027676082819805123,0.46731194302944545,0.4785079753138065
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_efficiency,auc_abs_delta,mu_0p150,0.15,0.15,40,0.4908947488064445,0.02368560641124438,0.48949976621944274,0.4508642495444716,0.5657350516732385,0.0037450232010909517,0.48331972438227083,0.4984697732306182
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_efficiency,auc_abs_delta,mu_0p175,0.175,0.175,40,0.48524544193838237,0.019414190518426317,0.4887132313541802,0.4455011148610461,0.5213633006995347,0.003069653048333615,0.4790364825898548,0.4914544012869099
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_efficiency,auc_abs_delta,mu_0p225,0.225,0.225,40,0.4765102701676242,0.02133577960342615,0.47648213807051765,0.4336018445239369,0.5139464956491462,0.0033734829601095332,0.4696867568153119,0.4833337835199365
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_efficiency,auc_abs_delta,mu_0p300,0.3,0.3,40,0.4632846474376576,0.019344468499448538,0.46486480589992213,0.4262496313773667,0.5029250937616738,0.003058629029181852,0.45709798627257064,0.4694713086027446
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_efficiency,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.018500094763734577,0.0005847121710064226,0.01847135571303505,0.0174107620646136,0.0197578161365909,9.245111180010817e-05,0.018313094739349195,0.01868709478811996
