graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,group1,group2,mu_t_group1,mu_t_group2,mean_difference_group2_minus_group1,ci95_lower,ci95_upper,p_value_tukey_adjusted,reject_tukey_0p05
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p100,0.075,0.1,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p125,0.075,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p150,0.075,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p175,0.075,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p225,0.075,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p075,mu_0p300,0.075,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p100,mu_0p125,0.1,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p100,mu_0p150,0.1,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p100,mu_0p175,0.1,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p100,mu_0p225,0.1,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p100,mu_0p300,0.1,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p125,mu_0p150,0.125,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p125,mu_0p175,0.125,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p125,mu_0p225,0.125,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p125,mu_0p300,0.125,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p150,mu_0p175,0.15,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p150,mu_0p225,0.15,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p150,mu_0p300,0.15,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p175,mu_0p225,0.175,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p175,mu_0p300,0.175,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p225,mu_0p300,0.225,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p075,mu_0p100,0.075,0.1,0.05106735999026757,0.01305571783041256,0.08907900215012257,0.0016277221708883571,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p075,mu_0p125,0.075,0.125,0.0918403353054803,0.05382869314562529,0.1298519774653353,1.4140832949038895e-10,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p075,mu_0p150,0.075,0.15,0.11143761275282871,0.0734259705929737,0.1494492549126837,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p075,mu_0p175,0.075,0.175,0.11504911420954367,0.07703747204968867,0.15306075636939867,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p075,mu_0p225,0.075,0.225,0.11224558469884593,0.07423394253899093,0.15025722685870094,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p075,mu_0p300,0.075,0.3,0.11502792165568143,0.07701627949582643,0.15303956381553643,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p100,mu_0p125,0.1,0.125,0.040772975315212734,0.0027613331553577244,0.07878461747506774,0.026576963511615204,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p100,mu_0p150,0.1,0.15,0.06037025276256114,0.02235861060270613,0.09838189492241614,7.746858040258431e-05,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p100,mu_0p175,0.1,0.175,0.0639817542192761,0.02597011205942109,0.1019933963791311,2.1103569425195978e-05,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p100,mu_0p225,0.1,0.225,0.061178224708578366,0.023166582548723356,0.09918986686843337,5.823102063895469e-05,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p100,mu_0p300,0.1,0.3,0.06396056166541386,0.025948919505558853,0.10197220382526886,2.1269095401121874e-05,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p125,mu_0p150,0.125,0.15,0.019597277447348405,-0.018414364712506605,0.057608919607203414,0.7256282524768218,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p125,mu_0p175,0.125,0.175,0.023208778904063365,-0.014802863255791644,0.061220421063918375,0.5399609032067574,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p125,mu_0p225,0.125,0.225,0.020405249393365632,-0.017606392766489377,0.05841689155322064,0.6859434889822154,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p125,mu_0p300,0.125,0.3,0.023187586350201128,-0.014824055809653881,0.06119922851005614,0.541079563590213,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p150,mu_0p175,0.15,0.175,0.0036115014567149606,-0.03440014070314005,0.04162314361656997,0.999958168504714,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p150,mu_0p225,0.15,0.225,0.0008079719460172274,-0.03720367021383778,0.03881961410587224,0.9999999944884128,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p150,mu_0p300,0.15,0.3,0.0035903089028527235,-0.034421333257002286,0.04160195106270773,0.9999595952983624,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p175,mu_0p225,0.175,0.225,-0.002803529510697733,-0.04081517167055274,0.035208112649157276,0.9999906546361075,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p175,mu_0p300,0.175,0.3,-2.1192553862237062e-05,-0.038032834713717246,0.03799044960599277,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p225,mu_0p300,0.225,0.3,0.002782336956835496,-0.03522930520301951,0.040793979116690506,0.9999910663421906,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p075,mu_0p100,0.075,0.1,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p075,mu_0p125,0.075,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p075,mu_0p150,0.075,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p075,mu_0p175,0.075,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p075,mu_0p225,0.075,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p075,mu_0p300,0.075,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p100,mu_0p125,0.1,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p100,mu_0p150,0.1,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p100,mu_0p175,0.1,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p100,mu_0p225,0.1,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p100,mu_0p300,0.1,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p125,mu_0p150,0.125,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p125,mu_0p175,0.125,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p125,mu_0p225,0.125,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p125,mu_0p300,0.125,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p150,mu_0p175,0.15,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p150,mu_0p225,0.15,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p150,mu_0p300,0.15,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p175,mu_0p225,0.175,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p175,mu_0p300,0.175,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p225,mu_0p300,0.225,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p075,mu_0p100,0.075,0.1,0.038977513925086416,0.009435681926407948,0.06851934592376488,0.002140970950561427,True
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p075,mu_0p125,0.075,0.125,0.07137461154681235,0.041832779548133886,0.10091644354549081,1.415595418663429e-10,True
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p075,mu_0p150,0.075,0.15,0.08694425332763667,0.0574024213289582,0.11648608532631513,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p075,mu_0p175,0.075,0.175,0.08992766727855861,0.060385835279880146,0.11946949927723707,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p075,mu_0p225,0.075,0.225,0.08749984824600854,0.057958016247330074,0.117041680244687,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p075,mu_0p300,0.075,0.3,0.08990647472469637,0.06036464272601791,0.11944830672337484,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p100,mu_0p125,0.1,0.125,0.032397097621725934,0.002855265623047467,0.0619389296204044,0.021320106206887735,True
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p100,mu_0p150,0.1,0.15,0.04796673940255025,0.018424907403871784,0.07750857140122872,4.8016992097665856e-05,True
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p100,mu_0p175,0.1,0.175,0.050950153353472194,0.021408321354793727,0.08049198535215066,1.1734204733993003e-05,True
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p100,mu_0p225,0.1,0.225,0.04852233432092212,0.018980502322243655,0.07806416631960059,3.713120101023204e-05,True
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p100,mu_0p300,0.1,0.3,0.05092896079960996,0.02138712880093149,0.08047079279828842,1.1855132689642112e-05,True
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p125,mu_0p150,0.125,0.15,0.015569641780824317,-0.01397219021785415,0.04511147377950278,0.7044121596326932,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p125,mu_0p175,0.125,0.175,0.01855305573174626,-0.010988776266932208,0.048094887730424724,0.5050597102534871,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p125,mu_0p225,0.125,0.225,0.016125236699196188,-0.01341659529948228,0.04566706869787465,0.6686134733786214,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p125,mu_0p300,0.125,0.3,0.018531863177884023,-0.011009968820794445,0.048073695176562486,0.5064875930881794,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p150,mu_0p175,0.15,0.175,0.0029834139509219426,-0.026558418047756525,0.032525245949600406,0.9999400759664188,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p150,mu_0p225,0.15,0.225,0.0005555949183718711,-0.028986237080306596,0.03009742691705034,0.9999999973541162,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p150,mu_0p300,0.15,0.3,0.0029622213970597056,-0.026579610601618762,0.03250405339573817,0.999942537286883,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p175,mu_0p225,0.175,0.225,-0.0024278190325500715,-0.031969651031228535,0.027114012966128396,0.999982248176721,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p175,mu_0p300,0.175,0.3,-2.1192553862237062e-05,-0.029563024552540704,0.02952063944481623,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p225,mu_0p300,0.225,0.3,0.0024066264786878344,-0.027135205519990633,0.0319484584773663,0.9999831464454537,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,0.17588771568338868,-0.06917748507021484,0.4209529164369922,0.3356458950608946,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,0.3826725521578763,0.1500883375551884,0.6152567667605642,3.82818193712664e-05,True
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,0.49854609380320336,0.2705716153092711,0.7265205722971356,1.0332974365034886e-08,True
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,0.5163858309501943,0.2892043095666106,0.743567352333778,2.4183164359925513e-09,True
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,0.46057672713651243,0.23260224864258017,0.6885512056304447,1.54054550671745e-07,True
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,0.39534202360342596,0.16816050221984227,0.6225235449870097,1.0273624828194272e-05,True
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,0.20678483647448764,0.009095234504004152,0.4044744384449711,0.03377322802656901,True
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,0.3226583781198147,0.13041341800517503,0.5149033382344543,2.4367022785076742e-05,True
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,0.3404981152668056,0.14919415424388616,0.5318020762897251,5.82854565944757e-06,True
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,0.28468901145312375,0.0924440513384841,0.4769339715677634,0.00032445828289351386,True
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,0.21945430792003728,0.028150346897117817,0.41075826894295675,0.013262079145859085,True
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,0.11587354164532704,-0.060184939977753454,0.2919320232684075,0.4443642453864215,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,0.13371327879231798,-0.041317203595761715,0.3087437611803977,0.261852391871498,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,0.07790417497863611,-0.09815430664444438,0.2539626566017166,0.8436906623518275,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,0.01266947144554964,-0.16236101094253005,0.18769995383362933,0.999991521769165,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,0.01783973714699094,-0.15101705343969252,0.1866965277336744,0.9999208025636033,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,-0.03796936666669093,-0.20789151034918973,0.13195277701580788,0.9943217347833672,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,-0.1032040701997774,-0.27206086078646086,0.06565272038690606,0.5370298964342537,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,-0.05580910381368187,-0.22466589440036533,0.11304768677300159,0.9571828779227939,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,-0.12104380734676834,-0.2888284804871192,0.046740865793582526,0.3293523869997783,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,-0.06523470353308647,-0.23409149411976993,0.10362208705359699,0.9118400909530536,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p075,mu_0p100,0.075,0.1,0.004566049786362283,-0.004546665662567208,0.013678765235291775,0.7501278802039544,False
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p075,mu_0p125,0.075,0.125,0.011022897228690622,0.0023742855160956786,0.019671508941285568,0.0035819835498376307,True
