relative_path,filename,asset_type,size_bytes,size_mb
visuals/03_paired_delta_auc/gscc_ratio/046_gscc_ratio_node_redistribution_out_strength_paired_delta_auc.png,046_gscc_ratio_node_redistribution_out_strength_paired_delta_auc.png,png,169517,0.16166400909423828
visuals/03_paired_delta_auc/gscc_ratio/047_gscc_ratio_edge_weakening_random_edge_paired_delta_auc.png,047_gscc_ratio_edge_weakening_random_edge_paired_delta_auc.png,png,123592,0.11786651611328125
visuals/03_paired_delta_auc/gscc_ratio/048_gscc_ratio_edge_weakening_weighted_edge_betweenness_paired_delta_auc.png,048_gscc_ratio_edge_weakening_weighted_edge_betweenness_paired_delta_auc.png,png,126946,0.12106513977050781
visuals/03_paired_delta_auc/gscc_ratio/049_gscc_ratio_edge_weakening_random_subset_random_fixed_10pct_paired_delta_auc.png,049_gscc_ratio_edge_weakening_random_subset_random_fixed_10pct_paired_delta_auc.png,png,125597,0.11977863311767578
visuals/03_paired_delta_auc/gscc_ratio/050_gscc_ratio_edge_weakening_random_subset_weighted_edge_betweenness_fixed_10pct_paired_delta_auc.png,050_gscc_ratio_edge_weakening_random_subset_weighted_edge_betweenness_fixed_10pct_paired_delta_auc.png,png,127599,0.1216878890991211
visuals/03_paired_delta_auc/reachability/051_reachability_node_removal_random_paired_delta_auc.png,051_reachability_node_removal_random_paired_delta_auc.png,png,154690,0.1475238800048828
visuals/03_paired_delta_auc/reachability/052_reachability_node_removal_weighted_slack_paired_delta_auc.png,052_reachability_node_removal_weighted_slack_paired_delta_auc.png,png,155775,0.1485586166381836
visuals/03_paired_delta_auc/reachability/053_reachability_node_removal_out_strength_paired_delta_auc.png,053_reachability_node_removal_out_strength_paired_delta_auc.png,png,157410,0.1501178741455078
visuals/03_paired_delta_auc/reachability/054_reachability_node_redistribution_random_paired_delta_auc.png,054_reachability_node_redistribution_random_paired_delta_auc.png,png,161258,0.15378761291503906
visuals/03_paired_delta_auc/reachability/055_reachability_node_redistribution_weighted_slack_paired_delta_auc.png,055_reachability_node_redistribution_weighted_slack_paired_delta_auc.png,png,161927,0.15442562103271484
visuals/03_paired_delta_auc/reachability/056_reachability_node_redistribution_out_strength_paired_delta_auc.png,056_reachability_node_redistribution_out_strength_paired_delta_auc.png,png,164209,0.1566019058227539
visuals/03_paired_delta_auc/reachability/057_reachability_edge_weakening_random_edge_paired_delta_auc.png,057_reachability_edge_weakening_random_edge_paired_delta_auc.png,png,128053,0.12212085723876953
visuals/03_paired_delta_auc/reachability/058_reachability_edge_weakening_weighted_edge_betweenness_paired_delta_auc.png,058_reachability_edge_weakening_weighted_edge_betweenness_paired_delta_auc.png,png,131427,0.12533855438232422
visuals/03_paired_delta_auc/reachability/059_reachability_edge_weakening_random_subset_random_fixed_10pct_paired_delta_auc.png,059_reachability_edge_weakening_random_subset_random_fixed_10pct_paired_delta_auc.png,png,130082,0.12405586242675781
visuals/03_paired_delta_auc/reachability/060_reachability_edge_weakening_random_subset_weighted_edge_betweenness_fixed_10pct_paired_delta_auc.png,060_reachability_edge_weakening_random_subset_weighted_edge_betweenness_fixed_10pct_paired_delta_auc.png,png,132058,0.12594032287597656
visuals/03_paired_delta_auc/spectral_kappa/031_spectral_kappa_node_removal_random_paired_delta_auc.png,031_spectral_kappa_node_removal_random_paired_delta_auc.png,png,154666,0.14750099182128906
visuals/03_paired_delta_auc/spectral_kappa/032_spectral_kappa_node_removal_weighted_slack_paired_delta_auc.png,032_spectral_kappa_node_removal_weighted_slack_paired_delta_auc.png,png,160762,0.15331459045410156
visuals/03_paired_delta_auc/spectral_kappa/033_spectral_kappa_node_removal_out_strength_paired_delta_auc.png,033_spectral_kappa_node_removal_out_strength_paired_delta_auc.png,png,154903,0.14772701263427734
visuals/03_paired_delta_auc/spectral_kappa/034_spectral_kappa_node_redistribution_random_paired_delta_auc.png,034_spectral_kappa_node_redistribution_random_paired_delta_auc.png,png,167612,0.15984725952148438
visuals/03_paired_delta_auc/spectral_kappa/035_spectral_kappa_node_redistribution_weighted_slack_paired_delta_auc.png,035_spectral_kappa_node_redistribution_weighted_slack_paired_delta_auc.png,png,169888,0.162017822265625
visuals/03_paired_delta_auc/spectral_kappa/036_spectral_kappa_node_redistribution_out_strength_paired_delta_auc.png,036_spectral_kappa_node_redistribution_out_strength_paired_delta_auc.png,png,161840,0.1543426513671875
visuals/03_paired_delta_auc/spectral_kappa/037_spectral_kappa_edge_weakening_random_edge_paired_delta_auc.png,037_spectral_kappa_edge_weakening_random_edge_paired_delta_auc.png,png,165247,0.1575918197631836
visuals/03_paired_delta_auc/spectral_kappa/038_spectral_kappa_edge_weakening_weighted_edge_betweenness_paired_delta_auc.png,038_spectral_kappa_edge_weakening_weighted_edge_betweenness_paired_delta_auc.png,png,169203,0.16136455535888672
visuals/03_paired_delta_auc/spectral_kappa/039_spectral_kappa_edge_weakening_random_subset_random_fixed_10pct_paired_delta_auc.png,039_spectral_kappa_edge_weakening_random_subset_random_fixed_10pct_paired_delta_auc.png,png,158796,0.15143966674804688
visuals/03_paired_delta_auc/spectral_kappa/040_spectral_kappa_edge_weakening_random_subset_weighted_edge_betweenness_fixed_10pct_paired_delta_auc.png,040_spectral_kappa_edge_weakening_random_subset_weighted_edge_betweenness_fixed_10pct_paired_delta_auc.png,png,167234,0.1594867706298828
visuals/03_paired_delta_auc/weighted_directed_community_assortativity/011_weighted_directed_community_assortativity_node_removal_random_paired_delta_auc.png,011_weighted_directed_community_assortativity_node_removal_random_paired_delta_auc.png,png,181600,0.173187255859375
visuals/03_paired_delta_auc/weighted_directed_community_assortativity/012_weighted_directed_community_assortativity_node_removal_weighted_slack_paired_delta_auc.png,012_weighted_directed_community_assortativity_node_removal_weighted_slack_paired_delta_auc.png,png,181821,0.17339801788330078
visuals/03_paired_delta_auc/weighted_directed_community_assortativity/013_weighted_directed_community_assortativity_node_removal_out_strength_paired_delta_auc.png,013_weighted_directed_community_assortativity_node_removal_out_strength_paired_delta_auc.png,png,177345,0.1691293716430664
visuals/03_paired_delta_auc/weighted_directed_community_assortativity/014_weighted_directed_community_assortativity_node_redistribution_random_paired_delta_auc.png,014_weighted_directed_community_assortativity_node_redistribution_random_paired_delta_auc.png,png,179042,0.1707477569580078
